"predator_class","predator_name","num_stb_killed"
"WARRIOR","Lightwarden",5
"PRIEST","Arcane Explosion",5
"PALADIN","Abomination",5
"PALADIN","Stormwind Knight",5
"WARLOCK","Faerie Dragon",5
"PRIEST","Unearthed Raptor",5
"DRUID","Dire Wolf Alpha",5
"WARLOCK","Alexstrasza's Champion",5
"WARRIOR","Grim Patron",5
"MAGE","Twilight Darkmender",5
"PALADIN","Damaged Golem",5
"WARLOCK","SI:7 Agent",5
"PRIEST","Menagerie Magician",5
"PRIEST","Polluted Hoarder",5
"PRIEST","Earthen Ring Farseer",5
"SHAMAN","Felfire Potion",5
"PALADIN","Wolfrider",5
"ROGUE","Kidnapper",5
"WARLOCK","Ysera",5
"ROGUE","N'Zoth, the Corruptor",5
"PRIEST","Soulfire",5
"WARLOCK","Black Whelp",5
"WARRIOR","Mind Control Tech",5
"WARRIOR","Violet Illusionist",5
"WARLOCK","Kabal Demon",5
"PRIEST","Felguard",4
"PRIEST","Toxic Sewer Ooze",4
"DRUID","Bolf Ramshield",4
"WARLOCK","Finja, the Flying Star",4
"HUNTER","Corrupted Seer",4
"DRUID","Gnomish Inventor",4
"PALADIN","Blood Knight",4
"ROGUE","Keeper of the Grove",4
"SHAMAN","Light's Champion",4
"ROGUE","Twilight Elder",4
"MAGE","Faerie Dragon",4
"WARLOCK","Prince Malchezaar",4
"WARRIOR","Nefarian",4
"SHAMAN","Tundra Rhino",4
"DRUID","Scaled Nightmare",4
"ROGUE","Jade Golem",4
"SHAMAN","Elise Starseeker",4
"WARLOCK","Water Elemental",4
"PALADIN","C'Thun's Chosen",4
"WARRIOR","Hound",4
"WARRIOR","Don Han'Cho",4
"SHAMAN","Pompous Thespian",4
"WARRIOR","Quick Shot",4
"PRIEST","Kabal Lackey",4
"SHAMAN","Lord of the Arena",4
"ROGUE","Twin Emperor Vek'lor",4
"ROGUE","The Storm Guardian",4
"ROGUE","Dragonfire Potion",4
"PRIEST","Coldlight Oracle",4
"WARLOCK","Baron Geddon",4
"WARRIOR","Harvest Golem",4
"MAGE","Frigid Snobold",4
"HUNTER","Small-Time Buccaneer",4
"PRIEST","Arcane Missiles",4
"DRUID","Mysterious Challenger",4
"SHAMAN","Archmage",4
"PALADIN","Wisp",4
"WARLOCK","Loot Hoarder",4
"PRIEST","Fist of Jaraxxus",4
"PALADIN","Naga Corsair",4
"MAGE","Sheep",4
"DRUID","Wolfrider",4
"HUNTER","Bloodsail Raider",4
"ROGUE","Pawn",4
"WARLOCK","Scarlet Crusader",4
"DRUID","Ancient Harbinger",4
"SHAMAN","Tauren Warrior",4
"ROGUE","Faceless Destroyer",4
"MAGE","Jade Golem",4
"DRUID","Ivory Knight",4
"PRIEST","Voodoo Doctor",4
"HUNTER","Disciple of C'Thun",4
"PRIEST","Shadow Bolt",4
"SHAMAN","Mukla, Tyrant of the Vale",4
"DRUID","Daring Reporter",4
"ROGUE","Arcane Shot",4
"HUNTER","Deathwing",4
"SHAMAN","Leeroy Jenkins",4
"PALADIN","Fireblast Rank 2",4
"MAGE","Razorfen Hunter",4
"PRIEST","Amani Berserker",4
"DRUID","Abyssal Enforcer",4
"SHAMAN","Ancient of Blossoms",4
"SHAMAN","Windfury Harpy",4
"WARRIOR","Bloodsail Corsair",4
"MAGE","C'Thun's Chosen",4
"PRIEST","Shadow Strike",4
"ROGUE","Shado-Pan Rider",4
"WARLOCK","Drakonid Crusher",4
"PRIEST","Pit Snake",4
"HUNTER","Cleave",4
"MAGE","Recruiter",4
"HUNTER","Stampeding Kodo",4
"MAGE","Slime",4
"DRUID","Huge Toad",4
"WARRIOR","Orgrimmar Aspirant",4
"PALADIN","Wrathion",4
"SHAMAN","Slime",4
"MAGE","Whirlwind",4
"SHAMAN","Defias Cleaner",4
"PRIEST","Dire Wolf Alpha",4
"DRUID","Twilight Summoner",4
"WARRIOR","Refreshment Vendor",4
"DRUID","Argent Commander",4
"DRUID","Leokk",4
"MAGE","Lightning Storm",4
"HUNTER","Second-Rate Bruiser",4
"WARLOCK","Slime",4
"ROGUE","Jade Golem",4
"SHAMAN","Baron Geddon",4
"PRIEST","Soggoth the Slitherer",4
"MAGE","Shadow Bolt",4
"SHAMAN","Imp Gang Boss",4
"DRUID","Injured Kvaldir",4
"DRUID","Thing from Below",4
"PALADIN","Crazed Worshipper",4
"PALADIN","Quick Shot",4
"SHAMAN","Sergeant Sally",4
"PALADIN","Leeroy Jenkins",4
"PRIEST","Corrupted Healbot",4
"WARLOCK","Aya Blackpaw",4
"SHAMAN","Refreshment Vendor",4
"DRUID","Wisp",4
"PRIEST","Blood To Ichor",4
"DRUID","Steward",4
"ROGUE","Tuskarr Totemic",4
"ROGUE","Red Mana Wyrm",4
"PRIEST","Injured Kvaldir",4
"MAGE","Tomb Pillager",4
"WARRIOR","Timepiece of Horror",4
"SHAMAN","Draenei Totemcarver",4
"MAGE","Unbound Elemental",4
"SHAMAN","Burgly Bully",4
"PRIEST","Mortal Strike",4
"WARLOCK","Unbound Elemental",4
"MAGE","Ironforge Rifleman",4
"WARLOCK","Cairne Bloodhoof",4
"WARRIOR","Bog Creeper",4
"ROGUE","Corrupted Seer",4
"PALADIN","Mysterious Challenger",4
"ROGUE","Frog",4
"HUNTER","Wolfrider",4
"WARLOCK","Murloc Raider",4
"DRUID","Arcane Anomaly",4
"ROGUE","Silent Knight",4
"WARLOCK","Priest of the Feast",4
"PALADIN","Twilight Elder",4
"WARRIOR","Knife Juggler",4
"WARRIOR","Nat, the Darkfisher",4
"SHAMAN","Silent Knight",4
"HUNTER","Chillmaw",4
"SHAMAN","Ancient Harbinger",4
"WARLOCK","Violet Illusionist",4
"WARRIOR","Alexstrasza",4
"ROGUE","Grimestreet Informant",4
"DRUID","Novice Engineer",4
"ROGUE","Blackwing Technician",4
"MAGE","Kabal Demon",4
"MAGE","Druid of the Claw",4
"PRIEST","Dalaran Aspirant",4
"MAGE","Lightspawn",4
"PRIEST","Coliseum Manager",4
"SHAMAN","Madam Goya",4
"PRIEST","Tinkmaster Overspark",4
"HUNTER","Mastiff",4
"PRIEST","Anomalus",4
"WARRIOR","Demonwrath",4
"WARLOCK","Lesser Heal",4
"ROGUE","Sparring Partner",4
"MAGE","Fearsome Doomguard",4
"PRIEST","Gnomish Inventor",4
"PALADIN","Lorewalker Cho",4
"MAGE","Mad Bomber",4
"PALADIN","Don Han'Cho",4
"SHAMAN","Violet Illusionist",4
"PALADIN","Doomsayer",4
"WARLOCK","Jade Golem",4
"MAGE","Fallen Hero",4
"SHAMAN","Rumbling Elemental",4
"WARLOCK","Jade Golem",4
"PRIEST","Flamewaker",4
"ROGUE","Tournament Attendee",4
"MAGE","Dreadscale",4
"MAGE","Harvest Golem",4
"PRIEST","Deathwing, Dragonlord",4
"DRUID","Wrathion",4
"SHAMAN","Pantry Spider",4
"DRUID","Wrath of Air Totem",3
"PALADIN","Cleave",3
"PALADIN","Astral Communion",3
"ROGUE","Shifting Shade",3
"PRIEST","Frog",3
"HUNTER","Cult Master",3
"SHAMAN","Hired Gun",3
"ROGUE","Frostwolf Grunt",3
"MAGE","Ice Rager",3
"MAGE","Arcane Anomaly",3
"ROGUE","Sunwalker",3
"PRIEST","Rumbling Elemental",3
"SHAMAN","Ironbeak Owl",3
"MAGE","Sir Finley Mrrgglton",3
"WARLOCK","Illidan Stormrage",3
"WARLOCK","Boar",3
"ROGUE","Flame Juggler",3
"DRUID","Soulfire",3
"MAGE","Mukla, Tyrant of the Vale",3
"WARRIOR","Spellbreaker",3
"WARRIOR","Genzo, the Shark",3
"SHAMAN","Jade Golem",3
"WARLOCK","Stormcrack",3
"ROGUE","Blade of C'Thun",3
"HUNTER","Avian Watcher",3
"WARRIOR","Ancient Mage",3
"PRIEST","Water Elemental",3
"MAGE","Medivh",3
"WARLOCK","Dragon Egg",3
"MAGE","Ancient of Blossoms",3
"WARLOCK","Lance Carrier",3
"DRUID","Al'Akir the Windlord",3
"WARRIOR","Frostbolt",3
"HUNTER","Don Han'Cho",3
"WARLOCK","Gormok the Impaler",3
"PRIEST","Revenge",3
"MAGE","Stormcrack",3
"WARRIOR","Gnomish Inventor",3
"DRUID","Refreshment Vendor",3
"WARLOCK","Frog",3
"SHAMAN","Volcanic Drake",3
"PALADIN","Armorsmith",3
"WARLOCK","Ysera Awakens",3
"PALADIN","Arcane Shot",3
"SHAMAN","Shifting Shade",3
"SHAMAN","Spellslinger",3
"DRUID","Knife Juggler",3
"HUNTER","Faerie Dragon",3
"DRUID","Secretkeeper",3
"DRUID","Faceless Destroyer",3
"WARRIOR","Flame Lance",3
"DRUID","Stampeding Kodo",3
"PRIEST","Flametongue Totem",3
"MAGE","Swipe",3
"WARLOCK","Alley Armorsmith",3
"MAGE","Northshire Cleric",3
"DRUID","Doomguard",3
"DRUID","Nexus-Champion Saraad",3
"DRUID","Arcane Missiles",3
"MAGE","Weasel Tunneler",3
"DRUID","Tournament Attendee",3
"DRUID","Flame of Azzinoth",3
"MAGE","Spawn of Shadows",3
"DRUID","Justicar Trueheart",3
"SHAMAN","Sideshow Spelleater",3
"DRUID","Faceless Shambler",3
"WARLOCK","Dark Iron Skulker",3
"DRUID","Vilefin Inquisitor",3
"PRIEST","Kabal Demon",3
"SHAMAN","Silverware Golem",3
"DRUID","Inner Rage",3
"DRUID","Volcanic Lumberer",3
"DRUID","Red Mana Wyrm",3
"PRIEST","Twilight Darkmender",3
"DRUID","Wilfred Fizzlebang",3
"HUNTER","Leper Gnome",3
"MAGE","Wisp",3
"WARRIOR","Huge Toad",3
"WARLOCK","Void Crusher",3
"MAGE","Fire Elemental",3
"SHAMAN","Ram Wrangler",3
"MAGE","Argent Squire",3
"WARLOCK","Jade Golem",3
"DRUID","Murloc Tinyfin",3
"MAGE","Lord Jaraxxus",3
"WARLOCK","The Curator",3
"SHAMAN","Streetwise Investigator",3
"ROGUE","Twin Emperor Vek'nilash",3
"ROGUE","Evolved Kobold",3
"ROGUE","Elise Starseeker",3
"DRUID","Onyxia",3
"SHAMAN","Mind Control Tech",3
"PALADIN","Mountain Giant",3
"WARRIOR","Blackwater Pirate",3
"WARLOCK","Onyx Bishop",3
"MAGE","Rat Pack",3
"PRIEST","Moroes",3
"MAGE","Buccaneer",3
"MAGE","Dark Peddler",3
"SHAMAN","Squirming Tentacle",3
"DRUID","Naga Sea Witch",3
"SHAMAN","Garrison Commander",3
"DRUID","Weasel Tunneler",3
"PRIEST","Icky Tentacle",3
"PRIEST","N'Zoth, the Corruptor",3
"MAGE","Hired Gun",3
"ROGUE","Darnassus Aspirant",3
"WARLOCK","Pompous Thespian",3
"WARRIOR","Holy Smite",3
"SHAMAN","Murloc Tidehunter",3
"ROGUE","Pit Snake",3
"SHAMAN","Captain Greenskin",3
"DRUID","Pyroblast",3
"MAGE","Lightning Bolt",3
"PRIEST","Bog Creeper",3
"ROGUE","Flame Lance",3
"MAGE","Young Priestess",3
"SHAMAN","Ooze",3
"DRUID","Fen Creeper",3
"DRUID","Bilefin Tidehunter",3
"MAGE","Fan of Knives",3
"WARLOCK","Defias Ringleader",3
"WARRIOR","Kazakus Potion",3
"SHAMAN","Cruel Taskmaster",3
"DRUID","Ravaging Ghoul",3
"PALADIN","N'Zoth, the Corruptor",3
"ROGUE","Sergeant Sally",3
"ROGUE","Cyclopian Horror",3
"MAGE","Silent Knight",3
"WARLOCK","Eater of Secrets",3
"WARLOCK","Murloc Warleader",3
"MAGE","Hammer of Wrath",3
"PRIEST","Oasis Snapjaw",3
"PRIEST","Lightwarden",3
"MAGE","Thing from Below",3
"WARRIOR","Medivh, the Guardian",3
"PRIEST","Jeweled Scarab",3
"PALADIN","Jeweled Scarab",3
"WARRIOR","Blade Flurry",3
"SHAMAN","Eternal Sentinel",3
"PALADIN","Alexstrasza",3
"MAGE","Scarlet Crusader",3
"WARRIOR","Searing Totem",3
"HUNTER","Defender of Argus",3
"MAGE","Thrallmar Farseer",3
"MAGE","Undercity Huckster",3
"DRUID","Hound",3
"MAGE","Anubisath Sentinel",3
"MAGE","Bloodhoof Brave",3
"DRUID","Lightning Bolt",3
"PRIEST","Darnassus Aspirant",3
"WARRIOR","Tirion Fordring",3
"WARRIOR","Bilefin Tidehunter",3
"SHAMAN","Ysera",3
"WARRIOR","Tunnel Trogg",3
"DRUID","Jungle Moonkin",3
"DRUID","Boar",3
"WARRIOR","Dire Wolf Alpha",3
"PRIEST","Tournament Medic",3
"PALADIN","Soggoth the Slitherer",3
"SHAMAN","Wind-up Burglebot",3
"PALADIN","Spellbreaker",3
"DRUID","Silent Knight",3
"ROGUE","Twilight Summoner",3
"DRUID","Coldarra Drake",3
"DRUID","Fan of Knives",3
"HUNTER","Earthen Ring Farseer",3
"PRIEST","Grimscale Chum",3
"SHAMAN","Reno Jackson",3
"DRUID","Hyena",3
"PALADIN","Prince Malchezaar",3
"SHAMAN","Felguard",3
"SHAMAN","Steward of Darkshire",3
"SHAMAN","Eydis Darkbane",3
"ROGUE","Mana Wraith",3
"SHAMAN","Bloodsail Cultist",3
"ROGUE","Bloodsail Corsair",3
"ROGUE","Sunfury Protector",3
"WARRIOR","Greater Arcane Missiles",3
"HUNTER","Baron Geddon",3
"MAGE","Murloc Tinyfin",3
"PRIEST","Nozdormu",3
"PRIEST","Stormpike Commando",3
"WARLOCK","Arcane Explosion",3
"PRIEST","Wrath of Air Totem",3
"WARRIOR","Stormpike Commando",3
"PRIEST","Bloodhoof Brave",3
"PALADIN","Faceless Destroyer",3
"SHAMAN","Grimestreet Protector",3
"MAGE","Spellbender",3
"PRIEST","Argent Commander",3
"MAGE","Imp",3
"MAGE","Toxic Sewer Ooze",3
"WARRIOR","Meanstreet Marshal",3
"MAGE","Malygos",3
"WARLOCK","Enchanted Raven",3
"DRUID","Shadow Bolt",3
"MAGE","Yogg-Saron, Hope's End",3
"SHAMAN","Raging Worgen",3
"SHAMAN","Skeram Cultist",3
"MAGE","Amani Berserker",3
"ROGUE","Wrathguard",3
"DRUID","Jungle Panther",3
"SHAMAN","Drakonid Operative",3
"MAGE","Succubus",3
"ROGUE","Wisp",3
"DRUID","Grumbly Runt",3
"PALADIN","Friendly Bartender",3
"MAGE","Squire",3
"ROGUE","Explosive Shot",3
"SHAMAN","Tinkmaster Overspark",3
"HUNTER","Emperor Thaurissan",3
"SHAMAN","Gadgetzan Auctioneer",3
"WARLOCK","Searing Totem",3
"DRUID","Murloc Tidecaller",3
"DRUID","Morgl the Oracle",3
"WARLOCK","Candle",3
"DRUID","Grimscale Chum",3
"WARRIOR","Alleycat",3
"PALADIN","Youthful Brewmaster",3
"HUNTER","Grimestreet Informant",3
"PALADIN","Ooze",3
"DRUID","Priestess of Elune",3
"SHAMAN","Shattered Sun Cleric",3
"PALADIN","Bloodmage Thalnos",3
"WARLOCK","Bog Creeper",3
"DRUID","Skeram Cultist",3
"DRUID","Harvest Golem",3
"ROGUE","Public Defender",3
"SHAMAN","Eviscerate",3
"PRIEST","Al'Akir the Windlord",3
"WARRIOR","Stormcrack",3
"DRUID","Hogger",3
"WARLOCK","Jade Golem",3
"PRIEST","Abusive Sergeant",3
"SHAMAN","Ironfur Grizzly",3
"ROGUE","Millhouse Manastorm",3
"WARLOCK","Jade Spirit",3
"MAGE","Jade Golem",3
"MAGE","Gnomish Inventor",3
"PRIEST","Frostbolt",3
"DRUID","Gnoll",3
"DRUID","Abusive Sergeant",3
"DRUID","Eviscerate",3
"PRIEST","Squirming Tentacle",3
"MAGE","Pompous Thespian",3
"PRIEST","Arcane Anomaly",3
"PRIEST","Dragon Egg",3
"SHAMAN","Mad Bomber",3
"SHAMAN","Ice Rager",2
"WARLOCK","Starfire",2
"SHAMAN","Wrathguard",2
"SHAMAN","Argent Commander",2
"ROGUE","Shadowflame",2
"PRIEST","Earth Shock",2
"PALADIN","Southsea Captain",2
"MAGE","Injured Kvaldir",2
"SHAMAN","Circle of Healing",2
"WARLOCK","The Black Knight",2
"DRUID","Frostwolf Grunt",2
"ROGUE","Cryomancer",2
"WARLOCK","Ironforge Rifleman",2
"SHAMAN","Frost Shock",2
"DRUID","Pit Fighter",2
"SHAMAN","Succubus",2
"WARLOCK","Shield Slam",2
"WARLOCK","Fandral Staghelm",2
"MAGE","Tauren Warrior",2
"WARLOCK","Tinkmaster Overspark",2
"MAGE","Shady Dealer",2
"ROGUE","Worgen Infiltrator",2
"SHAMAN","River Crocolisk",2
"MAGE","Sergeant Sally",2
"SHAMAN","Youthful Brewmaster",2
"DRUID","Forbidden Ancient",2
"MAGE","Maelstrom Portal",2
"HUNTER","Hammer of Wrath",2
"WARRIOR","The Black Knight",2
"PRIEST","Zealous Initiate",2
"MAGE","Fireguard Destroyer",2
"WARLOCK","Y'Shaarj, Rage Unbound",2
"ROGUE","Kazakus Potion",2
"ROGUE","Swipe",2
"PALADIN","Nefarian",2
"SHAMAN","C'Thun",2
"SHAMAN","Rat Pack",2
"SHAMAN","Dreadscale",2
"ROGUE","Arcane Missiles",2
"DRUID","King Mukla",2
"WARLOCK","Fire Elemental",2
"DRUID","Amani Berserker",2
"WARLOCK","Malkorok",2
"WARLOCK","Anomalus",2
"SHAMAN","Gnoll",2
"WARRIOR","Obsidian Destroyer",2
"ROGUE","Avenging Wrath",2
"DRUID","Evil Heckler",2
"MAGE","Sunwalker",2
"ROGUE","Blackwater Pirate",2
"PRIEST","Gruul",2
"HUNTER","Book Wyrm",2
"WARLOCK","Genzo, the Shark",2
"DRUID","Netherspite Historian",2
"DRUID","Whirlwind",2
"WARLOCK","Lightspawn",2
"ROGUE","Museum Curator",2
"DRUID","Rat Pack",2
"PRIEST","Bladed Cultist",2
"MAGE","Twin Emperor Vek'nilash",2
"DRUID","Priest of the Feast",2
"ROGUE","Friendly Bartender",2
"HUNTER","Princess Huhuran",2
"ROGUE","Voidwalker",2
"SHAMAN","Skycap'n Kragg",2
"WARLOCK","Thunder Bluff Valiant",2
"WARRIOR","Stampeding Kodo",2
"PRIEST","Gadgetzan Jouster",2
"DRUID","Silver Hand Regent",2
"ROGUE","Stampeding Kodo",2
"DRUID","Demolisher",2
"DRUID","Silvermoon Guardian",2
"SHAMAN","Captured Jormungar",2
"ROGUE","Argent Watchman",2
"ROGUE","Streetwise Investigator",2
"WARRIOR","Frigid Snobold",2
"PRIEST","Fossilized Devilsaur",2
"ROGUE","Pantry Spider",2
"MAGE","Confessor Paletress",2
"WARLOCK","Lord Jaraxxus",2
"SHAMAN","Kirin Tor Mage",2
"PRIEST","Violet Teacher",2
"MAGE","Druid of the Flame",2
"MAGE","Worgen Infiltrator",2
"PRIEST","Twilight Summoner",2
"WARLOCK","Blackwing Technician",2
"DRUID","Possessed Villager",2
"WARRIOR","Mayor Noggenfogger",2
"SHAMAN","Nat, the Darkfisher",2
"WARLOCK","Flame Lance",2
"ROGUE","Ogre Magi",2
"WARRIOR","Warsong Commander",2
"WARLOCK","Xaril, Poisoned Mind",2
"WARLOCK","Holy Fire",2
"DRUID","Usher of Souls",2
"PALADIN","Seadevil Stinger",2
"WARRIOR","Sunwalker",2
"WARRIOR","On the Hunt",2
"SHAMAN","Mukla's Champion",2
"SHAMAN","Argent Watchman",2
"SHAMAN","Red Mana Wyrm",2
"SHAMAN","Slam",2
"SHAMAN","Imp Master",2
"SHAMAN","Hogger",2
"HUNTER","Cruel Taskmaster",2
"PALADIN","Crazed Alchemist",2
"PRIEST","Worgen Infiltrator",2
"HUNTER","Abomination",2
"ROGUE","Dark Iron Dwarf",2
"MAGE","Hozen Healer",2
"PRIEST","Grim Patron",2
"SHAMAN","Fierce Monkey",2
"MAGE","Wrath",2
"SHAMAN","Menagerie Magician",2
"DRUID","Gadgetzan Jouster",2
"ROGUE","Gnomish Inventor",2
"PRIEST","Flame of Azzinoth",2
"PRIEST","Defias Ringleader",2
"MAGE","Jade Lightning",2
"SHAMAN","Argent Protector",2
"WARLOCK","Murloc Knight",2
"WARRIOR","Kazakus Potion",2
"WARLOCK","Argent Watchman",2
"SHAMAN","Undercity Huckster",2
"HUNTER","Alexstrasza's Champion",2
"PRIEST","Silent Knight",2
"DRUID","Defias Cleaner",2
"PRIEST","Master of Ceremonies",2
"SHAMAN","Zoobot",2
"WARRIOR","Shadow Strike",2
"DRUID","Clockwork Knight",2
"PALADIN","Garrison Commander",2
"WARLOCK","Alleycat",2
"PRIEST","Lava Shock",2
"DRUID","Timepiece of Horror",2
"PRIEST","Gnoll",2
"WARRIOR","Twilight Whelp",2
"PRIEST","Backstreet Leper",2
"WARLOCK","Kabal Talonpriest",2
"MAGE","Lord Jaraxxus",2
"PRIEST","Lowly Squire",2
"PALADIN","Lance Carrier",2
"WARRIOR","Kazakus Potion",2
"ROGUE","Reckless Rocketeer",2
"DRUID","Mad Bomber",2
"MAGE","Shiv",2
"SHAMAN","Arcane Missiles",2
"MAGE","Rend Blackhand",2
"WARLOCK","Huge Toad",2
"DRUID","Young Dragonhawk",2
"WARLOCK","Powershot",2
"MAGE","Ancient of Lore",2
"MAGE","Nozdormu",2
"ROGUE","Dark Peddler",2
"SHAMAN","Kvaldir Raider",2
"WARLOCK","Selfless Hero",2
"ROGUE","Hungry Dragon",2
"DRUID","Twilight Drake",2
"MAGE","Swashburglar",2
"PALADIN","Fan of Knives",2
"WARLOCK","Fireblast Rank 2",2
"WARLOCK","Doomcaller",2
"SHAMAN","Saboteur",2
"SHAMAN","Grimestreet Smuggler",2
"PALADIN","Tundra Rhino",2
"ROGUE","Wrath of Air Totem",2
"MAGE","Tuskarr Totemic",2
"DRUID","Explosive Trap",2
"HUNTER","SI:7 Agent",2
"WARLOCK","Nat, the Darkfisher",2
"PRIEST","Voidwalker",2
"ROGUE","Mana Tide Totem",2
"WARLOCK","Multi-Shot",2
"DRUID","Jinyu Waterspeaker",2
"MAGE","Questing Adventurer",2
"PRIEST","Imp",2
"PRIEST","Arathi Weaponsmith",2
"WARRIOR","Fen Creeper",2
"WARRIOR","Raging Worgen",2
"DRUID","Arcanosmith",2
"MAGE","Warsong Commander",2
"WARLOCK","Flame of Azzinoth",2
"WARRIOR","Undercity Valiant",2
"DRUID","Recruiter",2
"WARLOCK","Keeper of the Grove",2
"SHAMAN","Sea Reaver",2
"HUNTER","River Crocolisk",2
"MAGE","Shaky Zipgunner",2
"DRUID","Ancient of Lore",2
"WARRIOR","Mind Spike",2
"DRUID","Big Game Hunter",2
"ROGUE","Hooded Acolyte",2
"MAGE","Void Terror",2
"SHAMAN","""Little Friend""",2
"PRIEST","Spawn of N'Zoth",2
"WARRIOR","Scaled Nightmare",2
"ROGUE","Starfall",2
"DRUID","Fiery Bat",2
"SHAMAN","Earthen Ring Farseer",2
"SHAMAN","Doomguard",2
"MAGE","Squirming Tentacle",2
"ROGUE","Arcane Giant",2
"WARLOCK","Bolf Ramshield",2
"WARRIOR","Totem Golem",2
"WARRIOR","Infested Wolf",2
"MAGE","Slime",2
"DRUID","Addled Grizzly",2
"SHAMAN","Darkshire Alchemist",2
"DRUID","Kill Command",2
"WARLOCK","Razorfen Hunter",2
"SHAMAN","Mortal Strike",2
"PRIEST","Scarlet Crusader",2
"MAGE","Majordomo Executus",2
"WARRIOR","Leokk",2
"SHAMAN","Auctionmaster Beardo",2
"MAGE","Alexstrasza's Champion",2
"DRUID","Squirming Tentacle",2
"SHAMAN","Mana Wraith",2
"WARLOCK","Murloc Scout",2
"ROGUE","Imp Gang Boss",2
"PRIEST","Icehowl",2
"SHAMAN","Sheep",2
"ROGUE","Wobbling Runts",2
"HUNTER","Sunfury Protector",2
"ROGUE","Fallen Hero",2
"WARLOCK","Argent Commander",2
"DRUID","Darkshire Alchemist",2
"HUNTER","Bash",2
"MAGE","Starfall",2
"PRIEST","Twilight Geomancer",2
"SHAMAN","Gadgetzan Ferryman",2
"DRUID","Tauren Warrior",2
"SHAMAN","SI:7 Agent",2
"SHAMAN","Frostwolf Warlord",2
"DRUID","Nerubian Prophet",2
"DRUID","Demented Frostcaller",2
"WARLOCK","Runic Egg",2
"ROGUE","Psych-o-Tron",2
"WARRIOR","Elemental Destruction",2
"MAGE","Wrathguard",2
"SHAMAN","Dragonling Mechanic",2
"MAGE","Archmage",2
"SHAMAN","Nat Pagle",2
"SHAMAN","Tuskarr Jouster",2
"WARRIOR","Ironfur Grizzly",2
"ROGUE","Darkshire Alchemist",2
"MAGE","Demolisher",2
"WARLOCK","Carrion Grub",2
"PRIEST","Argent Watchman",2
"MAGE","King Mukla",2
"WARLOCK","Cloaked Huntress",2
"WARRIOR","Abyssal Enforcer",2
"SHAMAN","Crowd Favorite",2
"ROGUE","Wolfrider",2
"SHAMAN","Scarlet Crusader",2
"ROGUE","Kabal Courier",2
"HUNTER","Keeper of Uldaman",2
"DRUID","Flame Juggler",2
"PALADIN","Big Bad Wolf",2
"MAGE","Cairne Bloodhoof",2
"PRIEST","Master of Disguise",2
"DRUID","Tunnel Trogg",2
"ROGUE","Thrallmar Farseer",2
"WARLOCK","Trogg Beastrager",2
"SHAMAN","Fight Promoter",2
"PRIEST","Raging Worgen",2
"SHAMAN","Mogor's Champion",2
"MAGE","Fireblast Rank 2",2
"DRUID","Small-Time Buccaneer",2
"WARLOCK","Wild Pyromancer",2
"SHAMAN","Rend Blackhand",2
"DRUID","War Kodo",2
"ROGUE","Boneguard Lieutenant",2
"WARRIOR","Scarlet Crusader",2
"DRUID","Boulderfist Ogre",2
"PRIEST","Goldshire Footman",2
"MAGE","Living Roots",2
"WARRIOR","Injured Kvaldir",2
"PRIEST","Mana Tide Totem",2
"SHAMAN","Onyx Bishop",2
"DRUID","Hired Gun",2
"SHAMAN","Mana Addict",2
"DRUID","Celestial Dreamer",2
"SHAMAN","Revenge",2
"DRUID","Druid of the Claw",2
"PRIEST","Naga Corsair",2
"WARRIOR","Wrathion",2
"PRIEST","Gadgetzan Auctioneer",2
"DRUID","Spellslinger",2
"WARLOCK","Desert Camel",2
"ROGUE","Wrath",2
"ROGUE","Novice Engineer",2
"MAGE","Ironfur Grizzly",2
"PRIEST","Fiery Bat",2
"SHAMAN","Gadgetzan Socialite",2
"SHAMAN","Razorfen Hunter",2
"PALADIN","Ironfur Grizzly",2
"WARLOCK","Lotus Assassin",2
"PRIEST","Ancient Shade",2
"WARLOCK","Undercity Huckster",2
"SHAMAN","Bloodfen Raptor",2
"WARRIOR","Laughing Sister",2
"PALADIN","Mortal Strike",2
"SHAMAN","Darnassus Aspirant",2
"PRIEST","Eater of Secrets",2
"MAGE","Grimestreet Smuggler",2
"SHAMAN","Hungry Dragon",2
"ROGUE","Searing Totem",2
"SHAMAN","Amani Berserker",2
"WARRIOR","Questing Adventurer",2
"ROGUE","Infested Wolf",2
"HUNTER","Whirlwind",2
"DRUID","Toxic Sewer Ooze",2
"WARLOCK","Grimscale Chum",2
"DRUID","Frost Elemental",2
"SHAMAN","Anomalus",2
"SHAMAN","Coldarra Drake",2
"PRIEST","Psych-o-Tron",2
"MAGE","Illidan Stormrage",2
"ROGUE","Hyena",2
"WARLOCK","Weasel Tunneler",2
"DRUID","Kabal Crystal Runner",2
"WARLOCK","Squirming Tentacle",2
"ROGUE","Malkorok",2
"SHAMAN","King's Elekk",2
"WARRIOR","Blizzard",2
"SHAMAN","Naga Sea Witch",2
"MAGE","Kabal Talonpriest",2
"ROGUE","Ysera Awakens",2
"SHAMAN","Rhonin",2
"PALADIN","Dreadscale",2
"DRUID","Silver Hand Knight",2
"MAGE","Warhorse Trainer",2
"PRIEST","Worgen Greaser",2
"WARLOCK","Living Roots",2
"MAGE","Wolfrider",2
"WARLOCK","Jade Shuriken",2
"SHAMAN","Deadly Fork",2
"WARLOCK","Gadgetzan Socialite",2
"DRUID","Totem Golem",2
"ROGUE","Luckydo Buccaneer",2
"DRUID","Grand Crusader",2
"PRIEST","Baine Bloodhoof",2
